,variables
3437, kafka_server_replicamanager_total_underminisrpartitioncount_value_1 
3438, kafka_server_replicamanager_total_underminisrpartitioncount_value_2 
3439, prometheus_tsdb_compaction_duration_seconds_sum_0 
3440, java_lang_memorypool_usagethresholdexceeded_g1_old_gen_0 
3441, java_lang_memorypool_usagethresholdexceeded_g1_old_gen_1 
3442, java_lang_memorypool_usagethresholdexceeded_g1_old_gen_2 
3443, node_memory_SUnreclaim_bytes_0 
3444, node_memory_SUnreclaim_bytes_1 
3445, node_memory_SUnreclaim_bytes_2 
3446, prometheus_rule_evaluation_duration_seconds_0 
3447, prometheus_rule_evaluation_duration_seconds_1 
3448, prometheus_rule_evaluation_duration_seconds_2 
3449, kube_secret_info_0 
3450, kube_secret_info_1 
3451, kube_secret_info_2 
3452, kube_secret_info_3 
3453, kube_secret_info_4 
3454, kube_secret_info_5 
3455, kube_secret_info_6 
3456, kube_secret_info_7 
3457, kube_secret_info_8 
3458, kube_secret_info_9 
3459, kube_secret_info_10 
3460, kube_secret_info_11 
3461, kube_secret_info_12 
3462, kube_secret_info_13 
3463, kube_secret_info_14 
3464, kube_secret_info_15 
3465, kube_secret_info_16 
3466, kube_secret_info_17 
3467, kube_secret_info_18 
3468, kube_secret_info_19 
3469, kube_secret_info_20 
3470, kube_secret_info_21 
3471, kube_secret_info_22 
3472, kube_secret_info_23 
3473, kube_secret_info_24 
3474, kube_secret_info_25 
3475, kube_secret_info_26 
3476, kube_secret_info_27 
3477, kube_secret_info_28 
3478, kube_secret_info_29 
3479, kube_secret_info_30 
3480, kube_secret_info_31 
3481, kube_secret_info_32 
3482, kube_secret_info_33 
3483, kube_secret_info_34 
3484, kube_secret_info_35 
3485, kube_secret_info_36 
3486, kube_secret_info_37 
3487, kube_secret_info_38 
3488, kube_secret_info_39 
3489, kube_secret_info_40 
3490, kube_secret_info_41 
3491, kube_secret_info_42 
3492, kube_secret_info_43 
3493, kube_secret_info_44 
3494, kube_secret_info_45 
3495, kube_secret_info_46 
3496, kafka_server_brokertopicmetrics_fetchmessageconversionspersec_count_0 
3497, kafka_server_brokertopicmetrics_fetchmessageconversionspersec_count_1 
3498, kafka_server_brokertopicmetrics_fetchmessageconversionspersec_count_2 
3499, kafka_server_brokertopicmetrics_fetchmessageconversionspersec_count_3 
3500, kafka_controller_kafkacontroller_controllerstate_value_0 
3501, kafka_controller_kafkacontroller_controllerstate_value_1 
3502, kafka_controller_kafkacontroller_controllerstate_value_2 
3503, kube_pod_container_status_running_0 
3504, kube_pod_container_status_running_1 
3505, kube_pod_container_status_running_2 
3506, kube_pod_container_status_running_3 
3507, kube_pod_container_status_running_4 
3508, kube_pod_container_status_running_5 
3509, kube_pod_container_status_running_6 
3510, kube_pod_container_status_running_7 
3511, kube_pod_container_status_running_8 
3512, kube_pod_container_status_running_9 
3513, kube_pod_container_status_running_10 
3514, kube_pod_container_status_running_11 
3515, kube_pod_container_status_running_12 
3516, kube_pod_container_status_running_13 
3517, kube_pod_container_status_running_14 
3518, kube_pod_container_status_running_15 
3519, kube_pod_container_status_running_16 
3520, kube_pod_container_status_running_17 
3521, kube_pod_container_status_running_18 
3522, kube_pod_container_status_running_19 
3523, kube_pod_container_status_running_20 
3524, kube_pod_container_status_running_21 
3525, kube_pod_container_status_running_22 
3526, kube_pod_container_status_running_23 
3527, kube_pod_container_status_running_24 
3528, kube_pod_container_status_running_25 
3529, kube_pod_container_status_running_26 
3530, kube_pod_container_status_running_27 
3531, kube_pod_container_status_running_28 
3532, kube_pod_container_status_running_29 
3533, kube_pod_container_status_running_30 
3534, kube_pod_container_status_running_31 
3535, kube_pod_container_status_running_32 
3536, node_netstat_Icmp_OutMsgs_0 
3537, node_netstat_Icmp_OutMsgs_1 
3538, node_netstat_Icmp_OutMsgs_2 
3539, java_lang_operatingsystem_totalswapspacesize_0 
3540, java_lang_operatingsystem_totalswapspacesize_1 
3541, java_lang_operatingsystem_totalswapspacesize_2 
3542, node_sockstat_UDPLITE_inuse_0 
3543, node_sockstat_UDPLITE_inuse_1 
3544, node_sockstat_UDPLITE_inuse_2 
3545, java_lang_garbagecollector_endtime_lastgcinfo_g1_young_generation_0 
3546, java_lang_garbagecollector_endtime_lastgcinfo_g1_young_generation_1 
3547, java_lang_garbagecollector_endtime_lastgcinfo_g1_young_generation_2 
3548, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_30_value_0 
3549, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_30_value_1 
3550, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_35_value_0 
3551, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_35_value_1 
3552, kube_node_status_capacity_0 
3553, kube_node_status_capacity_1 
3554, kube_node_status_capacity_2 
3555, kube_node_status_capacity_3 
3556, kube_node_status_capacity_4 
3557, kube_node_status_capacity_5 
3558, kube_node_status_capacity_6 
3559, kube_node_status_capacity_7 
3560, kube_node_status_capacity_8 
3561, kube_node_status_capacity_9 
3562, kube_node_status_capacity_10 
3563, kube_node_status_capacity_11 
3564, kube_node_status_capacity_12 
3565, kube_node_status_capacity_13 
3566, kube_node_status_capacity_14 
3567, kube_node_status_capacity_15 
3568, kube_node_status_capacity_16 
3569, kube_node_status_capacity_17 
3570, kube_node_status_capacity_18 
3571, kube_node_status_capacity_19 
3572, java_lang_compilation_totalcompilationtime_0 
3573, java_lang_compilation_totalcompilationtime_1 
3574, java_lang_compilation_totalcompilationtime_2 
3575, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_17_value_0 
3576, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_17_value_1 
3577, go_memstats_heap_idle_bytes_0 
3578, go_memstats_heap_idle_bytes_1 
3579, go_memstats_heap_idle_bytes_2 
3580, go_memstats_heap_idle_bytes_3 
3581, go_memstats_heap_idle_bytes_4 
3582, go_memstats_heap_idle_bytes_5 
3583, go_memstats_heap_idle_bytes_6 
3584, go_memstats_heap_idle_bytes_7 
3585, go_memstats_heap_idle_bytes_8 
3586, go_memstats_heap_idle_bytes_9 
3587, kafka_server_brokertopicmetrics_total_messagesinpersec_count_0 
3588, kafka_server_brokertopicmetrics_total_messagesinpersec_count_1 
3589, kafka_server_brokertopicmetrics_total_messagesinpersec_count_2 
3590, kafka_controller_controllerchannelmanager_totalqueuesize_value_0 
3591, java_lang_memory_nonheapmemoryusage_max_0 
3592, java_lang_memory_nonheapmemoryusage_max_1 
3593, java_lang_memory_nonheapmemoryusage_max_2 
3594, get_token_fail_count_0 
3595, net_conntrack_dialer_conn_failed_total_0 
3596, net_conntrack_dialer_conn_failed_total_1 
3597, net_conntrack_dialer_conn_failed_total_2 
3598, net_conntrack_dialer_conn_failed_total_3 
3599, net_conntrack_dialer_conn_failed_total_4 
3600, net_conntrack_dialer_conn_failed_total_5 
3601, net_conntrack_dialer_conn_failed_total_6 
3602, net_conntrack_dialer_conn_failed_total_7 
3603, net_conntrack_dialer_conn_failed_total_8 
3604, net_conntrack_dialer_conn_failed_total_9 
3605, net_conntrack_dialer_conn_failed_total_10 
3606, net_conntrack_dialer_conn_failed_total_11 
3607, net_conntrack_dialer_conn_failed_total_12 
3608, net_conntrack_dialer_conn_failed_total_13 
3609, net_conntrack_dialer_conn_failed_total_14 
3610, net_conntrack_dialer_conn_failed_total_15 
3611, net_conntrack_dialer_conn_failed_total_16 
3612, net_conntrack_dialer_conn_failed_total_17 
3613, net_conntrack_dialer_conn_failed_total_18 
3614, net_conntrack_dialer_conn_failed_total_19 
3615, net_conntrack_dialer_conn_failed_total_20 
3616, net_conntrack_dialer_conn_failed_total_21 
3617, net_conntrack_dialer_conn_failed_total_22 
3618, net_conntrack_dialer_conn_failed_total_23 
3619, kube_pod_start_time_0 
3620, kube_pod_start_time_1 
3621, kube_pod_start_time_2 
3622, kube_pod_start_time_3 
3623, kube_pod_start_time_4 
3624, kube_pod_start_time_5 
3625, kube_pod_start_time_6 
3626, kube_pod_start_time_7 
3627, kube_pod_start_time_8 
3628, kube_pod_start_time_9 
3629, kube_pod_start_time_10 
3630, kube_pod_start_time_11 
3631, kube_pod_start_time_12 
3632, kube_pod_start_time_13 
3633, kube_pod_start_time_14 
3634, kube_pod_start_time_15 
3635, kube_pod_start_time_16 
3636, kube_pod_start_time_17 
3637, kube_pod_start_time_18 
3638, kube_pod_start_time_19 
3639, kube_pod_start_time_20 
3640, kube_pod_start_time_21 
3641, kube_pod_start_time_22 
3642, kube_pod_start_time_23 
3643, kube_pod_start_time_24 
3644, kube_pod_start_time_25 
3645, kube_pod_start_time_26 
3646, kube_pod_start_time_27 
3647, kube_pod_start_time_28 
3648, kafka_server_delayedoperationpurgatory_numdelayedoperations_deleterecords_value_0 
3649, kafka_server_delayedoperationpurgatory_numdelayedoperations_deleterecords_value_1 
3650, kafka_server_delayedoperationpurgatory_numdelayedoperations_deleterecords_value_2 
3651, java_lang_garbagecollector_collectiontime_g1_old_generation_0 
3652, java_lang_garbagecollector_collectiontime_g1_old_generation_1 
3653, java_lang_garbagecollector_collectiontime_g1_old_generation_2 
3654, kube_pod_status_scheduled_0 
3655, kube_pod_status_scheduled_1 
3656, kube_pod_status_scheduled_2 
3657, kube_pod_status_scheduled_3 
3658, kube_pod_status_scheduled_4 
3659, kube_pod_status_scheduled_5 
3660, kube_pod_status_scheduled_6 
3661, kube_pod_status_scheduled_7 
3662, kube_pod_status_scheduled_8 
3663, kube_pod_status_scheduled_9 
3664, kube_pod_status_scheduled_10 
3665, kube_pod_status_scheduled_11 
3666, kube_pod_status_scheduled_12 
3667, kube_pod_status_scheduled_13 
3668, kube_pod_status_scheduled_14 
3669, kube_pod_status_scheduled_15 
3670, kube_pod_status_scheduled_16 
3671, kube_pod_status_scheduled_17 
3672, kube_pod_status_scheduled_18 
3673, kube_pod_status_scheduled_19 
3674, kube_pod_status_scheduled_20 
3675, kube_pod_status_scheduled_21 
3676, kube_pod_status_scheduled_22 
3677, kube_pod_status_scheduled_23 
3678, kube_pod_status_scheduled_24 
3679, kube_pod_status_scheduled_25 
3680, kube_pod_status_scheduled_26 
3681, kube_pod_status_scheduled_27 
3682, kube_pod_status_scheduled_28 
3683, kube_pod_status_scheduled_29 
3684, kube_pod_status_scheduled_30 
3685, kube_pod_status_scheduled_31 
3686, kube_pod_status_scheduled_32 
3687, kube_pod_status_scheduled_33 
3688, kube_pod_status_scheduled_34 
3689, kube_pod_status_scheduled_35 
3690, kube_pod_status_scheduled_36 
3691, kube_pod_status_scheduled_37 
3692, kube_pod_status_scheduled_38 
3693, kube_pod_status_scheduled_39 
3694, kube_pod_status_scheduled_40 
3695, kube_pod_status_scheduled_41 
3696, kube_pod_status_scheduled_42 
3697, kube_pod_status_scheduled_43 
3698, kube_pod_status_scheduled_44 
3699, kube_pod_status_scheduled_45 
3700, kube_pod_status_scheduled_46 
3701, kube_pod_status_scheduled_47 
3702, kube_pod_status_scheduled_48 
3703, kube_pod_status_scheduled_49 
3704, kube_pod_status_scheduled_50 
3705, kube_pod_status_scheduled_51 
3706, kube_pod_status_scheduled_52 
3707, kube_pod_status_scheduled_53 
3708, kube_pod_status_scheduled_54 
3709, kube_pod_status_scheduled_55 
3710, kube_pod_status_scheduled_56 
3711, kube_pod_status_scheduled_57 
3712, kube_pod_status_scheduled_58 
3713, kube_pod_status_scheduled_59 
3714, kube_pod_status_scheduled_60 
3715, kube_pod_status_scheduled_61 
3716, kube_pod_status_scheduled_62 
3717, kube_pod_status_scheduled_63 
3718, kube_pod_status_scheduled_64 
3719, kube_pod_status_scheduled_65 
3720, kube_pod_status_scheduled_66 
3721, kube_pod_status_scheduled_67 
3722, kube_pod_status_scheduled_68 
3723, kube_pod_status_scheduled_69 
3724, kube_pod_status_scheduled_70 
3725, kube_pod_status_scheduled_71 
3726, kube_pod_status_scheduled_72 
3727, kube_pod_status_scheduled_73 
3728, kube_pod_status_scheduled_74 
3729, kube_pod_status_scheduled_75 
3730, kube_pod_status_scheduled_76 
3731, kube_pod_status_scheduled_77 
3732, kube_pod_status_scheduled_78 
3733, kube_pod_status_scheduled_79 
3734, kube_pod_status_scheduled_80 
3735, kube_pod_status_scheduled_81 
3736, kube_pod_status_scheduled_82 
3737, kube_pod_status_scheduled_83 
3738, kube_pod_status_scheduled_84 
3739, kube_pod_status_scheduled_85 
3740, kube_pod_status_scheduled_86 
3741, node_sockstat_FRAG_inuse_0 
3742, node_sockstat_FRAG_inuse_1 
3743, node_sockstat_FRAG_inuse_2 
3744, node_memory_Shmem_bytes_0 
3745, node_memory_Shmem_bytes_1 
3746, node_memory_Shmem_bytes_2 
3747, java_lang_memorypool_usagethresholdexceeded_code_cache_0 
3748, java_lang_memorypool_usagethresholdexceeded_code_cache_1 
3749, java_lang_memorypool_usagethresholdexceeded_code_cache_2 
3750, java_lang_memorypool_used_usage_g1_eden_space_0 
3751, java_lang_memorypool_used_usage_g1_eden_space_1 
3752, java_lang_memorypool_used_usage_g1_eden_space_2 
3753, prometheus_tsdb_wal_completed_pages_total_0 
3754, prometheus_notifications_dropped_total_0 
3755, node_netstat_TcpExt_SyncookiesFailed_0 
3756, node_netstat_TcpExt_SyncookiesFailed_1 
3757, node_netstat_TcpExt_SyncookiesFailed_2 
3758, java_lang_memory_heapmemoryusage_init_0 
3759, java_lang_memory_heapmemoryusage_init_1 
3760, java_lang_memory_heapmemoryusage_init_2 
3761, prometheus_tsdb_reloads_failures_total_0 
3762, node_memory_DirectMap4k_bytes_0 
3763, node_memory_DirectMap4k_bytes_1 
3764, node_memory_DirectMap4k_bytes_2 
3765, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_41_value_0 
3766, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_1_topic_consumer_offsets_partition_41_value_1 
3767, prometheus_sd_ec2_refresh_duration_seconds_count_0 
3768, prometheus_sd_consul_rpc_duration_seconds_count_0 
3769, prometheus_sd_consul_rpc_duration_seconds_count_1 
3770, prometheus_target_scrapes_sample_duplicate_timestamp_total_0 
3771, workqueue_adds_total_0 
3772, workqueue_adds_total_1 
3773, workqueue_adds_total_2 
3774, workqueue_adds_total_3 
3775, workqueue_adds_total_4 
3776, workqueue_adds_total_5 
3777, workqueue_adds_total_6 
3778, workqueue_adds_total_7 
3779, workqueue_adds_total_8 
3780, workqueue_adds_total_9 
3781, workqueue_adds_total_10 
3782, workqueue_adds_total_11 
3783, workqueue_adds_total_12 
3784, node_boot_time_seconds_0 
3785, node_boot_time_seconds_1 
3786, node_boot_time_seconds_2 
3787, prometheus_tsdb_compaction_chunk_samples_bucket_0 
3788, prometheus_tsdb_compaction_chunk_samples_bucket_1 
3789, prometheus_tsdb_compaction_chunk_samples_bucket_2 
3790, prometheus_tsdb_compaction_chunk_samples_bucket_3 
3791, prometheus_tsdb_compaction_chunk_samples_bucket_4 
3792, prometheus_tsdb_compaction_chunk_samples_bucket_5 
3793, prometheus_tsdb_compaction_chunk_samples_bucket_6 
3794, prometheus_tsdb_compaction_chunk_samples_bucket_7 
3795, prometheus_tsdb_compaction_chunk_samples_bucket_8 
3796, prometheus_tsdb_compaction_chunk_samples_bucket_9 
3797, prometheus_tsdb_compaction_chunk_samples_bucket_10 
3798, prometheus_tsdb_compaction_chunk_samples_bucket_11 
3799, prometheus_tsdb_compaction_chunk_samples_bucket_12 
3800, kafka_server_replicafetchermanager_minfetchrate_value_0 
3801, kafka_server_replicafetchermanager_minfetchrate_value_1 
3802, kafka_server_replicafetchermanager_minfetchrate_value_2 
3803, alertmanager_oversized_gossip_message_sent_total_0 
3804, alertmanager_oversized_gossip_message_sent_total_1 
3805, java_lang_threading_objectmonitorusagesupported_0 
3806, java_lang_threading_objectmonitorusagesupported_1 
3807, java_lang_threading_objectmonitorusagesupported_2 
3808, alertmanager_cluster_messages_sent_size_total_0 
3809, alertmanager_cluster_messages_sent_size_total_1 
3810, kafka_server_brokertopicmetrics_bytesinpersec_count_0 
3811, kafka_server_brokertopicmetrics_bytesinpersec_count_1 
3812, kafka_server_brokertopicmetrics_bytesinpersec_count_2 
3813, kafka_server_brokertopicmetrics_bytesinpersec_count_3 
3814, java_lang_memorypool_collectionusagethresholdsupported_compressed_class_space_0 
3815, java_lang_memorypool_collectionusagethresholdsupported_compressed_class_space_1 
3816, java_lang_memorypool_collectionusagethresholdsupported_compressed_class_space_2 
3817, java_lang_threading_daemonthreadcount_0 
3818, java_lang_threading_daemonthreadcount_1 
3819, java_lang_threading_daemonthreadcount_2 
3820, node_disk_writes_completed_total_0 
3821, node_disk_writes_completed_total_1 
3822, node_disk_writes_completed_total_2 
3823, node_disk_writes_completed_total_3 
3824, node_disk_writes_completed_total_4 
3825, node_disk_writes_completed_total_5 
3826, kube_endpoint_created_0 
3827, kube_endpoint_created_1 
3828, kube_endpoint_created_2 
3829, kube_endpoint_created_3 
3830, kube_endpoint_created_4 
3831, kube_endpoint_created_5 
3832, kube_endpoint_created_6 
3833, kube_endpoint_created_7 
3834, kube_endpoint_created_8 
3835, kube_endpoint_created_9 
3836, kube_endpoint_created_10 
3837, kube_endpoint_created_11 
3838, kube_endpoint_created_12 
3839, kube_endpoint_created_13 
3840, kube_endpoint_created_14 
3841, java_lang_memorypool_committed_usage_g1_survivor_space_0 
3842, java_lang_memorypool_committed_usage_g1_survivor_space_1 
3843, java_lang_memorypool_committed_usage_g1_survivor_space_2 
3844, kube_pod_status_phase_0 
3845, kube_pod_status_phase_1 
3846, kube_pod_status_phase_2 
3847, kube_pod_status_phase_3 
3848, kube_pod_status_phase_4 
3849, kube_pod_status_phase_5 
3850, kube_pod_status_phase_6 
3851, kube_pod_status_phase_7 
3852, kube_pod_status_phase_8 
3853, kube_pod_status_phase_9 
3854, kube_pod_status_phase_10 
3855, kube_pod_status_phase_11 
3856, kube_pod_status_phase_12 
3857, kube_pod_status_phase_13 
3858, kube_pod_status_phase_14 
3859, kube_pod_status_phase_15 
3860, kube_pod_status_phase_16 
3861, kube_pod_status_phase_17 
3862, kube_pod_status_phase_18 
3863, kube_pod_status_phase_19 
3864, kube_pod_status_phase_20 
3865, kube_pod_status_phase_21 
3866, kube_pod_status_phase_22 
3867, kube_pod_status_phase_23 
3868, kube_pod_status_phase_24 
3869, kube_pod_status_phase_25 
3870, kube_pod_status_phase_26 
3871, kube_pod_status_phase_27 
3872, kube_pod_status_phase_28 
3873, kube_pod_status_phase_29 
3874, kube_pod_status_phase_30 
3875, kube_pod_status_phase_31 
3876, kube_pod_status_phase_32 
3877, kube_pod_status_phase_33 
3878, kube_pod_status_phase_34 
3879, kube_pod_status_phase_35 
3880, kube_pod_status_phase_36 
3881, kube_pod_status_phase_37 
3882, kube_pod_status_phase_38 
3883, kube_pod_status_phase_39 
3884, kube_pod_status_phase_40 
3885, kube_pod_status_phase_41 
3886, kube_pod_status_phase_42 
3887, kube_pod_status_phase_43 
3888, kube_pod_status_phase_44 
3889, kube_pod_status_phase_45 
3890, kube_pod_status_phase_46 
3891, kube_pod_status_phase_47 
3892, kube_pod_status_phase_48 
3893, kube_pod_status_phase_49 
3894, kube_pod_status_phase_50 
3895, kube_pod_status_phase_51 
3896, kube_pod_status_phase_52 
3897, kube_pod_status_phase_53 
3898, kube_pod_status_phase_54 
3899, kube_pod_status_phase_55 
3900, kube_pod_status_phase_56 
3901, kube_pod_status_phase_57 
3902, kube_pod_status_phase_58 
3903, kube_pod_status_phase_59 
3904, kube_pod_status_phase_60 
3905, kube_pod_status_phase_61 
3906, kube_pod_status_phase_62 
3907, kube_pod_status_phase_63 
3908, kube_pod_status_phase_64 
3909, kube_pod_status_phase_65 
3910, kube_pod_status_phase_66 
3911, kube_pod_status_phase_67 
3912, kube_pod_status_phase_68 
3913, kube_pod_status_phase_69 
3914, kube_pod_status_phase_70 
3915, kube_pod_status_phase_71 
3916, kube_pod_status_phase_72 
3917, kube_pod_status_phase_73 
3918, kube_pod_status_phase_74 
3919, kube_pod_status_phase_75 
3920, kube_pod_status_phase_76 
3921, kube_pod_status_phase_77 
3922, kube_pod_status_phase_78 
3923, kube_pod_status_phase_79 
3924, kube_pod_status_phase_80 
3925, kube_pod_status_phase_81 
3926, kube_pod_status_phase_82 
3927, kube_pod_status_phase_83 
3928, kube_pod_status_phase_84 
3929, kube_pod_status_phase_85 
3930, kube_pod_status_phase_86 
3931, kube_pod_status_phase_87 
3932, kube_pod_status_phase_88 
3933, kube_pod_status_phase_89 
3934, kube_pod_status_phase_90 
3935, kube_pod_status_phase_91 
3936, kube_pod_status_phase_92 
3937, kube_pod_status_phase_93 
3938, kube_pod_status_phase_94 
3939, kube_pod_status_phase_95 
3940, kube_pod_status_phase_96 
3941, kube_pod_status_phase_97 
3942, kube_pod_status_phase_98 
3943, kube_pod_status_phase_99 
3944, kube_pod_status_phase_100 
3945, kube_pod_status_phase_101 
3946, kube_pod_status_phase_102 
3947, kube_pod_status_phase_103 
3948, kube_pod_status_phase_104 
3949, kube_pod_status_phase_105 
3950, kube_pod_status_phase_106 
3951, kube_pod_status_phase_107 
3952, kube_pod_status_phase_108 
3953, kube_pod_status_phase_109 
3954, kube_pod_status_phase_110 
3955, kube_pod_status_phase_111 
3956, kube_pod_status_phase_112 
3957, kube_pod_status_phase_113 
3958, kube_pod_status_phase_114 
3959, kube_pod_status_phase_115 
3960, kube_pod_status_phase_116 
3961, kube_pod_status_phase_117 
3962, kube_pod_status_phase_118 
3963, kube_pod_status_phase_119 
3964, kube_pod_status_phase_120 
3965, kube_pod_status_phase_121 
3966, kube_pod_status_phase_122 
3967, kube_pod_status_phase_123 
3968, kube_pod_status_phase_124 
3969, kube_pod_status_phase_125 
3970, kube_pod_status_phase_126 
3971, kube_pod_status_phase_127 
3972, kube_pod_status_phase_128 
3973, kube_pod_status_phase_129 
3974, kube_pod_status_phase_130 
3975, kube_pod_status_phase_131 
3976, kube_pod_status_phase_132 
3977, kube_pod_status_phase_133 
3978, kube_pod_status_phase_134 
3979, kube_pod_status_phase_135 
3980, kube_pod_status_phase_136 
3981, kube_pod_status_phase_137 
3982, kube_pod_status_phase_138 
3983, kube_pod_status_phase_139 
3984, kube_pod_status_phase_140 
3985, kube_pod_status_phase_141 
3986, kube_pod_status_phase_142 
3987, kube_pod_status_phase_143 
3988, kube_pod_status_phase_144 
3989, alertmanager_http_request_duration_seconds_bucket_0 
3990, alertmanager_http_request_duration_seconds_bucket_1 
3991, alertmanager_http_request_duration_seconds_bucket_2 
3992, alertmanager_http_request_duration_seconds_bucket_3 
3993, alertmanager_http_request_duration_seconds_bucket_4 
3994, alertmanager_http_request_duration_seconds_bucket_5 
3995, alertmanager_http_request_duration_seconds_bucket_6 
3996, alertmanager_http_request_duration_seconds_bucket_7 
3997, alertmanager_http_request_duration_seconds_bucket_8 
3998, alertmanager_http_request_duration_seconds_bucket_9 
3999, alertmanager_http_request_duration_seconds_bucket_10 
4000, alertmanager_http_request_duration_seconds_bucket_11 
4001, alertmanager_http_request_duration_seconds_bucket_12 
4002, alertmanager_http_request_duration_seconds_bucket_13 
4003, alertmanager_http_request_duration_seconds_bucket_14 
4004, alertmanager_http_request_duration_seconds_bucket_15 
4005, alertmanager_http_request_duration_seconds_bucket_16 
4006, alertmanager_http_request_duration_seconds_bucket_17 
4007, alertmanager_http_request_duration_seconds_bucket_18 
4008, alertmanager_http_request_duration_seconds_bucket_19 
4009, alertmanager_http_request_duration_seconds_bucket_20 
4010, alertmanager_http_request_duration_seconds_bucket_21 
4011, kube_pod_container_resource_requests_cpu_cores_0 
4012, kube_pod_container_resource_requests_cpu_cores_1 
4013, kube_pod_container_resource_requests_cpu_cores_2 
4014, kube_pod_container_resource_requests_cpu_cores_3 
4015, kube_pod_container_resource_requests_cpu_cores_4 
4016, kube_pod_container_resource_requests_cpu_cores_5 
4017, kube_pod_container_resource_requests_cpu_cores_6 
4018, kube_pod_container_resource_requests_cpu_cores_7 
4019, kube_pod_container_resource_requests_cpu_cores_8 
4020, kube_pod_container_resource_requests_cpu_cores_9 
4021, kube_pod_container_resource_requests_cpu_cores_10 
4022, kube_pod_container_resource_requests_cpu_cores_11 
4023, kube_pod_container_resource_requests_cpu_cores_12 
4024, kube_pod_container_resource_requests_cpu_cores_13 
4025, java_lang_memorypool_max_peakusage_g1_eden_space_0 
4026, java_lang_memorypool_max_peakusage_g1_eden_space_1 
4027, java_lang_memorypool_max_peakusage_g1_eden_space_2 
4028, prometheus_build_info_0 
4029, node_ipvs_outgoing_packets_total_0 
4030, node_ipvs_outgoing_packets_total_1 
4031, node_ipvs_outgoing_packets_total_2 
4032, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_24_value_0 
4033, kafka_server_fetcherlagmetrics_total_consumerlag_clientid_replicafetcherthread_0_2_topic_consumer_offsets_partition_24_value_1 
4034, java_lang_memorypool_max_peakusage_g1_old_gen_0 
4035, java_lang_memorypool_max_peakusage_g1_old_gen_1 
4036, java_lang_memorypool_max_peakusage_g1_old_gen_2 
4037, alertmanager_http_request_duration_seconds_count_0 
4038, alertmanager_http_request_duration_seconds_count_1 
4039, apiserver_storage_data_key_generation_duration_seconds_bucket_0 
4040, apiserver_storage_data_key_generation_duration_seconds_bucket_1 
4041, apiserver_storage_data_key_generation_duration_seconds_bucket_2 
4042, apiserver_storage_data_key_generation_duration_seconds_bucket_3 
4043, apiserver_storage_data_key_generation_duration_seconds_bucket_4 
4044, apiserver_storage_data_key_generation_duration_seconds_bucket_5 
4045, apiserver_storage_data_key_generation_duration_seconds_bucket_6 
4046, apiserver_storage_data_key_generation_duration_seconds_bucket_7 
4047, apiserver_storage_data_key_generation_duration_seconds_bucket_8 
4048, apiserver_storage_data_key_generation_duration_seconds_bucket_9 
4049, apiserver_storage_data_key_generation_duration_seconds_bucket_10 
4050, apiserver_storage_data_key_generation_duration_seconds_bucket_11 
4051, apiserver_storage_data_key_generation_duration_seconds_bucket_12 
4052, apiserver_storage_data_key_generation_duration_seconds_bucket_13 
4053, apiserver_storage_data_key_generation_duration_seconds_bucket_14 
4054, grpc_client_msg_sent_total_0 
4055, grpc_client_msg_sent_total_1 
4056, grpc_client_msg_sent_total_2 
4057, grpc_client_msg_sent_total_3 
4058, grpc_client_msg_sent_total_4 
4059, java_lang_garbagecollector_valid_g1_young_generation_0 
4060, java_lang_garbagecollector_valid_g1_young_generation_1 
4061, java_lang_garbagecollector_valid_g1_young_generation_2 
4062, java_lang_garbagecollector_committed_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_old_gen_0 
4063, java_lang_garbagecollector_committed_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_old_gen_1 
4064, java_lang_garbagecollector_committed_lastgcinfo_memoryusageaftergc_g1_young_generation_key_g1_old_gen_2 
4065, node_netstat_TcpExt_ListenOverflows_0 
4066, node_netstat_TcpExt_ListenOverflows_1 
4067, node_netstat_TcpExt_ListenOverflows_2 
4068, alertmanager_http_response_size_bytes_bucket_0 
4069, alertmanager_http_response_size_bytes_bucket_1 
4070, alertmanager_http_response_size_bytes_bucket_2 
4071, alertmanager_http_response_size_bytes_bucket_3 
4072, alertmanager_http_response_size_bytes_bucket_4 
4073, alertmanager_http_response_size_bytes_bucket_5 
4074, alertmanager_http_response_size_bytes_bucket_6 
4075, alertmanager_http_response_size_bytes_bucket_7 
4076, alertmanager_http_response_size_bytes_bucket_8 
4077, alertmanager_http_response_size_bytes_bucket_9 
